KVA,Load_percent,Ia,Ib,Ic,In,UB_percent,Min_V,Max_dis,Load_peak,Ia_PEAK,Ib_PEAK,Ic_PEAK,UB_PEAK_percent,Min_V_peak,Copper_Loss,Core_Loss,Line_Loss,Copper_Loss_PEAK,Core_Loss_PEAK,Line_Loss_PEAK
100,38.81,60.49,54.2,53.47,7.02,7.915080875,215.95,1160.09,43.39,70.19,61.79,56.02,12.00531915,213.2,159,130,842,207,134,1140
100,19.83,36.65,26.13,23.13,12.29,27.98277267,225.84,657.63,30.39,59.56,39.7,32.41,35.7028936,223.45,37,130,154,93,130,348
100,4.07,3.05,6.41,8.17,4.48,48.09982984,229.7,375.39,7.19,7.56,10.69,12.88,27.14423386,229.23,1,130,8,5,130,19
100,45.02,87.6,50.83,56.67,34.02,34.70015377,220,964.69,58.99,108.24,73.85,73.57,27.01243839,214.87,191,130,692,328,134,1229
100,27.1,39.01,40.88,37.5,2.9,4.472271914,223.69,821,44.21,71.43,63.42,56.74,11.84821755,215.58,67,130,253,209,134,842
50,52.63,55.97,38.94,19.09,31.91,49.76315789,229.04,119.64,56.38,56.09,44.99,21.04,48.31313462,228.97,121,79,53,140,82,60
250,60.44,248.15,186.8,220.82,50.83,14.54320875,201.68,734.64,64.06,261.11,196.53,237.56,15.19131185,199.77,593,259,5608,662,268,6455
250,35.92,219.46,120.53,49.56,146.3,69.01039661,218.16,497.93,38.34,229.73,132.18,53.85,65.76630749,218.61,214,259,919,245,268,1069
250,26.89,98.01,87.09,92.45,8.74,5.937668888,222.79,1265.7,29.42,112.16,95.69,95.75,10.83003953,217.47,119,259,1485,144,268,1835
160,16.72,33.75,30.3,51.81,19.94,34.15328845,223.35,733.63,23.53,53.03,38.5,71.62,31.69475942,221.94,44,187,283,88,193,573
50,36.59,25.03,17,33.45,14.25,32.9491256,235.58,911.28,39.65,27.12,17.65,37.02,35.786771,233.43,68,79,119,84,79,150
50,35.52,27.46,26.79,22.67,4.51,11.58346334,224.2,874.02,51.57,31.72,37.22,42.76,14.84333035,214.26,75,79,157,170,82,371
50,40.34,32.78,24.43,30.14,7.35,16.09616485,225.76,584,43.07,34.28,24.84,34.16,20.11149228,224.63,101,79,159,125,82,201
100,32.06,70.72,31.18,36.99,36.82,52.75397797,223.31,738.14,40.89,91.37,39.87,45.92,54.72454279,221.17,107,130,150,181,134,256
100,18.05,34.69,30.34,13.18,19.61,49.44380514,225.1,790.24,19.31,31.48,35.07,17.09,38.70157819,220.09,29,130,131,34,130,191
100,10.24,38.79,1.73,1.73,37.05,175.4319527,237.57,608.84,10.9,41.13,1.91,1.91,174.5050056,237.54,9,130,51,10,134,56
100,21.3,41.93,21.7,28.63,17.76,36.34294385,225.53,428.48,25.19,48.39,28.11,32.63,33.02483277,224.78,42,130,137,57,134,191
100,17.66,28.89,29.91,17.69,11.72,30.61838149,225.81,557.33,19.64,30.9,32.62,21.56,23.977433,225.75,30,130,94,37,134,114
160,11.28,42.34,14.2,21.64,25.14,62.47122026,224.81,568.95,15.71,52.81,22.6,33.5,45.46873565,222.6,16,187,68,34,187,127
160,56.99,128.59,101.42,165.43,55.98,25.5032369,210.5,485.2,59.28,135.06,102.03,174.26,27.08885377,209.82,354,187,1270,384,193,1427
160,6.01,37.1,2.1,2.43,34.83,167.3552726,228.13,470.81,5.86,33.33,4.05,3.21,146.3414634,228.57,4,187,35,4,193,27
50,13.22,21.68,3.47,3.48,18.19,127.1742927,221.28,981.98,23.03,35.5,7.16,7.22,113.5124298,215.05,8,79,82,27,79,235
50,49.92,49.55,28.9,29.68,20.28,37.47341163,225.43,650.77,61.21,68.63,34.16,29.8,55.28320386,222.61,116,79,118,186,79,224
50,63.38,52.96,42.26,42.07,10.63,15.72583582,220.41,744.93,83.47,69.38,56.28,55.18,15.09621765,216.34,246,79,554,412,82,1036
50,17.39,18.5,10.08,9.07,8.97,47.41035857,229.52,176.09,21.7,21.8,12.65,12.54,39.17854863,229.21,22,79,24,39,82,40
100,13.83,0.15,0.14,56.79,56.65,198.4758234,232.93,602.53,17.2,0.53,0.53,69.94,195.5211268,230.9,13,130,137,20,130,209
100,47.99,103.3,56.65,48,51.23,49.02620822,217.74,1164.68,56.32,124.33,63.01,56.76,52.80213027,215.13,198,130,709,276,130,1000
100,24.58,28.85,15.94,61.69,40.47,73.80728775,210.81,663.13,40.04,49.06,36.78,87.67,51.58204138,201.77,52,130,568,153,130,1373
100,36.57,67.59,37.51,45.79,26.73,34.38266287,233.22,863.7,40.66,73.83,43.41,50.54,32.01215878,232.69,108,130,397,133,134,500
100,28.73,64.49,34.78,25.19,35.37,55.44753334,221.03,740.62,29.55,64.09,38.12,25.8,50.19920319,220.45,72,130,176,72,134,177
100,19.26,33.61,30.65,15.19,17.12,42.64317181,239.94,399.01,21.44,37.33,34.01,17.12,41.93985982,239.72,35,130,56,44,134,70
100,19.35,42.67,20.96,20.19,22,52.72011453,221.85,850.51,22.51,47.35,27.14,23.01,45.69230769,220.25,31,130,140,42,130,198
100,51.48,97.45,63.21,51.82,40.71,37.58942018,224.47,1092.25,55.64,105.77,69.44,54.46,38.15909784,220.7,223,130,1108,255,134,1385
100,25.3,36.68,35.01,37.93,2.46,4.187192118,226.39,781.08,27.9,39.95,38.31,42.58,5.710029791,225.85,58,130,159,69,134,194
100,67.01,116.64,79.84,94,31.4,20.46268246,215.26,899.36,67.26,111.05,80.96,99.55,16.69639182,215.23,394,130,1365,396,134,1373
100,10.93,15.92,15.95,13.21,2.7,12.08961846,235.44,842.52,12.61,16.87,20.43,14.7,17.86538462,233.14,10,130,135,14,130,190
160,33.56,89.66,73.89,69.14,18.71,15.59585715,220.91,624.76,33.56,89.66,73.89,69.14,15.59585715,220.91,159,187,483,159,187,483
160,24.75,95.09,48.05,28.48,59.07,66.22188556,216.65,925.82,26.41,95.66,54.84,32.62,56.71690695,214.36,74,187,647,81,193,845
160,14.98,47.45,42.61,13.79,31.13,60.16369764,220.04,664.95,15.07,50.26,39.71,14.48,58.41072283,219.29,30,187,308,30,193,316
250,23.75,102.14,59.41,95.83,40.23,30.7521952,206.91,361.54,23.75,102.14,59.41,95.83,30.7521952,206.91,134,259,1504,134,259,1504
50,20.82,18.26,21.07,5.76,14.08,61.67664671,226.89,444.85,22.16,18.09,22.56,7.33,54.1684035,227.03,29,79,47,34,82,51
50,29.39,41.91,13.73,8.01,31.43,97.5333857,227.33,445.69,32.83,45.11,16.61,9.38,90.33755274,226.5,65,79,68,80,79,108
50,16.42,10.38,10.47,14.7,4.27,24.05063291,227.93,600.42,22.53,15.29,15.04,18.45,13.46863469,227.73,15,79,26,30,74,39
250,41.76,149.28,162.49,141.04,18.78,7.654424593,220.05,698.55,49.82,178.13,199.02,163.16,10.50322963,218.19,303,259,1098,441,268,1627
50,54.45,91.7,14.99,5.69,81.67,144.7944474,222.86,834.31,60.66,100.22,16.59,8.37,140.1821377,220.73,164,79,632,213,79,775
50,29.64,50.9,5.12,5.12,45.75,149.7546614,236.16,397.8,32.45,56.35,5.29,5.29,152.5773196,234.94,50,79,131,63,79,175
50,9.47,7.16,5.26,8.08,2.48,23.02439024,230.73,55.16,9.83,7.51,6.36,7.41,10.33834586,230.75,4,79,2,4,82,2
100,47.13,74.24,59.59,60.68,13.71,14.50311038,219.62,976.53,48.21,76.09,65.34,57.53,14.73160434,220.88,227,130,1085,239,134,1147
50,18.77,21.67,9.83,9.14,12.14,59.96555118,219.63,833.88,25.03,27.46,14.76,12,51.93655478,217.07,19,79,124,36,79,212
50,28.41,30.63,13.86,17.03,15.39,49.36605982,224.09,489.45,42.31,39.48,25.26,26.89,29.25897632,223.48,46,79,109,101,74,194
50,27.65,19.47,13.71,26.7,11.25,33.76753507,225.16,845.03,28.14,19.4,14.68,26.86,32.2284214,225.5,44,79,111,45,79,111
50,48.96,40.33,27.5,33.17,11.1,19.79207921,239.38,733.9,49.15,37.13,27.55,36.7,18.47504439,238.91,142,79,107,145,79,114
50,5.47,2.2,4.47,4.6,2.34,41.43744454,241.54,200.93,5.6,2.2,4.38,4.98,42.90657439,241.55,2,79,5,2,82,5
100,39.71,71.27,74.92,25.86,47.19,54.90845684,222.52,441.37,50.91,82.33,91.86,46.43,36.86429154,223.77,174,130,274,279,134,350
160,21.76,34.9,71.02,44.91,32.06,41.25837035,220.76,362.64,21.76,34.9,71.02,44.91,41.25837035,220.76,66,187,262,66,187,262
100,16.55,33.27,27.95,10.48,20.59,56.15062762,223.8,749.25,18.8,32.29,29.47,19.69,27.47697974,223.98,22,130,117,30,130,132
100,21.9,42.78,26.33,25.75,16.52,35.29411765,218.3,1073.4,40.37,74.27,52.22,48.44,27.37094838,216.08,43,130,332,185,134,1067
250,19.36,72.57,82.64,54.55,24.55,21.98226545,228.49,220.98,20.64,79.1,82.1,62.38,16.29841667,228.12,88,259,129,102,268,142
250,48.67,246.29,145.54,136.08,104.96,39.96135705,219.64,410.76,48.67,246.29,145.54,136.08,39.96135705,219.64,395,259,1260,395,259,1260
250,20.99,85.5,65.15,76.74,17.02,14.04635208,213.98,767.16,25.59,94.29,92.96,90.09,2.549217567,214.32,67,259,1017,121,268,1305
250,17.29,87.82,69.77,29.66,51.06,52.48064085,223.57,431.87,18.56,93.03,76.81,31.28,53.34128878,223.23,55,259,286,62,268,319
250,29.04,170.36,80.81,63.62,97.72,62.35585629,209,786.74,30.73,186.65,82.62,63.86,68.0875334,205.33,146,259,1468,163,268,1735
50,5.54,2.35,4.08,4.98,2.32,38.21209465,240.78,550.64,7.19,4.82,4.08,5.92,19.83805668,240.82,2,79,5,4,82,6
50,43.55,35.25,35.57,23.5,11.71,25.25445293,220.87,927.98,52.99,46.97,41.9,25.91,32.27914271,219.09,97,79,261,144,82,399
100,7.42,12.74,9.05,8.83,3.8,24.82037884,238.47,942.28,15.9,19.02,22.8,23.78,13.01829268,237.04,5,130,28,24,130,96
100,8.03,15.84,11.4,7.52,7.19,36.70886076,229.62,755.68,12.94,24.02,19.76,12.25,34.41013743,228.54,5,130,8,14,134,25
160,29.16,82.44,85.64,34.08,48.7,49.42619707,208.99,1152.07,44.39,134.3,116.26,57.32,44.14707029,206.85,98,187,1012,248,187,1897
160,12.44,34.89,30.03,21.3,11.89,25.88726514,228.91,466.35,13.49,38.19,31.97,23.34,25.11229947,228.95,26,187,29,31,193,33
160,37.7,115.09,65.21,81.12,43.16,32.07482213,214.86,1019.65,43.6,134.33,77.93,90.13,33.26829591,213.3,175,187,762,235,193,1135
160,23.13,76.3,39.09,44.95,34.33,42.75913683,217.22,838.89,27.95,84.3,53.98,55.53,30.48862288,216.83,64,187,342,95,193,474
160,43.64,116.23,129.84,56.66,66.62,43.8509563,221.1,348.33,46.56,124.43,138.26,60.28,44.00718333,220.65,215,187,432,244,193,503
160,7.8,14.01,28.05,11.98,15.15,55.71798668,230.46,43.84,9.02,17.94,30.96,13.58,48.65556978,230.42,8,187,5,10,193,6
100,11.56,17.97,6.5,25.59,16.62,61.04674391,221.95,1301.61,15.79,18.37,8.27,41.74,83.12372039,216.39,12,130,93,22,130,239
100,46.95,73.5,75.53,54.42,20.12,19.75423937,219.45,930.88,60.06,94.74,91.52,74.03,14.67593838,212.4,189,130,436,310,130,798
100,34.64,48.11,46.02,55.93,8.92,11.81527389,222.45,1048.07,39.46,52.65,53.28,65.02,14.10353905,220.24,105,130,383,140,130,574
100,18.61,29.76,26.38,20.65,7.94,19.325433,238.03,348.15,28.37,44.07,38.11,34.86,12.96138072,235.38,32,130,68,86,130,226
160,16.13,33.85,42.11,35.81,7.35,13.02675136,224.31,1141.4,24.43,43.35,66.46,59.52,23.19730703,219.09,34,187,241,84,193,477
160,13.15,26.65,26.4,38.1,11.47,25.39769611,224.26,961.32,23.03,47.58,53.23,58.83,10.58631922,220.24,25,187,89,86,193,370
160,10.56,41.25,15.81,16.11,25.28,69.12669127,229.84,151.52,11.73,41.79,18.6,20.92,54.18767679,229.97,15,187,13,18,193,14
160,7.45,21.73,13.47,16.46,7.23,26.19047619,230.27,273.06,8.29,22.4,15.95,19.07,17.03239289,230.24,9,187,10,11,187,12
160,10.19,66.37,0.46,0.45,65.9,195.9423306,226.54,1195.77,11.35,74.26,0.34,0.33,197.3174963,224,11,187,321,14,187,418
160,23.59,46.38,54.43,62.74,13.92,15.08407215,217.27,997.33,30.08,58.84,69.75,80,15.37465842,212.21,71,187,371,125,187,728
160,14.43,48.2,31.05,20.72,23.86,44.64339302,215.73,857.14,15.35,54.02,31.43,20.94,52.32634646,214.22,26,187,340,29,193,388
160,18.06,39.12,44.82,41.22,5.02,7.430488974,228.96,245.78,19.53,41.57,48.3,45.49,7.867907801,228.62,31,187,54,37,193,65
160,32.15,85.61,66.55,70.74,17.19,15.22207268,217.44,449.5,35.35,95.14,70.17,79.81,16.44092689,216.72,122,187,567,146,187,636
160,30.4,74.84,78.92,57.03,19.96,18.83391053,222.32,552.45,32.51,73.5,88.8,63.09,18.19512844,221.45,99,187,661,116,193,773
160,16.46,42.02,28.52,43.52,13.96,24.98684903,214.95,867.93,18.35,49.2,27.8,50.18,34.42365152,211.46,37,187,611,45,193,770
160,33.51,81.64,68.34,82.38,13.56,11.76622482,199.79,1034.54,37.89,89.25,80.99,92.5,7.524548984,199.48,128,187,1985,163,193,2521
160,48.81,110.7,105.16,122.67,15.45,8.708238561,222.79,284.77,54.63,127.16,120.65,131.19,4.498680739,221.53,264,187,834,331,193,1096
160,38.75,138.44,75.61,54.71,75.09,54.53192439,218.21,383.1,42.82,152.39,82.82,61.82,53.91374609,216.83,168,187,670,206,193,848
250,26.9,121.07,74.39,82.11,42.9,30.8534784,231.06,248.6,26.9,121.07,74.39,82.11,30.8534784,231.06,153,259,752,153,259,752
250,28.48,109.55,105.29,93.79,13.74,8.832582704,220.76,294.47,30.51,113.32,117.63,99.7,9.541811583,220.21,118,259,528,136,268,605
250,26.83,113.22,96.12,81.37,27.58,16.83808607,225.47,390.85,31.16,129.67,107.92,100.15,15.18031622,223.91,122,259,386,162,268,542
315,40.99,279.13,152.37,128.84,137.17,49.4431952,213.77,904.9,42.28,293.1,156.47,128.5,52.1096061,212.45,348,317,2170,372,327,2512
100,22.13,24.03,52.66,19.18,31.16,64.78564723,222.08,721.85,33.07,37.63,72.57,33.1,51.92602931,218.29,42,130,208,100,130,433
100,34.22,66.25,45.72,36.28,26.31,34.06408094,213.67,1021.94,42.66,86.37,53.18,45.31,40.16553067,200.17,103,130,593,169,130,1167
100,23.84,34.48,49.97,18.81,26.51,45.3515398,218.27,808.03,32.94,48.45,63.94,30.31,36.2789068,216.42,52,130,322,107,130,512
100,10.27,18.2,23.57,2.71,18.65,81.7221223,227.83,712.53,10.66,19.54,23.43,3.19,79.2677643,227.99,10,130,46,10,134,49
100,29.62,42.09,52.73,33.51,16.69,23.26813683,216.75,878.29,32.38,44.02,59.03,37.24,26.23137786,216.36,78,130,272,93,134,332
100,17.12,26.1,37.08,10.98,22.55,55.58252427,222.34,729.52,25.02,40.23,49.28,18.87,47.7671157,218.83,25,130,147,56,130,372
100,46.05,95.87,39.4,64.29,48.27,44.12206855,207.36,865.56,48.41,100.28,40.78,68.74,43.39370829,206.73,168,130,1036,184,134,1116
100,13.99,54.48,1.63,1.63,52.84,183.0620021,228.39,1141.02,15.74,61.32,1.81,1.81,183.276871,225.2,16,130,213,20,134,301
100,15.95,36.51,27.36,5.2,27.71,77.41421746,221.97,699.48,18.46,38.35,35.34,6.27,76.47573787,221.36,23,130,152,32,130,217
100,45.7,82.96,73.34,41.75,37.11,36.75839434,224.84,245.12,47,84.07,75.3,44.3,34.74738548,224.95,209,130,422,221,134,455
250,22.91,101.91,95.69,50.62,47.51,38.82040126,216.26,443.6,26.02,119.2,105.2,57.58,38.74033619,215.02,105,259,1239,136,268,1589
250,39.97,196.06,126.42,110.91,76.77,35.71609866,211.78,936.19,42.96,208.95,134.94,122.02,34.54315211,208.11,267,259,1796,311,259,2098
160,27.58,66.7,70.86,53.65,15.36,15.82553214,226.5,508.34,30.27,70.19,78.64,61.04,12.74598561,226.45,107,187,188,131,193,221
50,35.69,42.78,25.62,5.22,32.47,78.72860636,227.01,1305.2,37.86,44.26,28.74,5.09,80.44563965,227.67,68,79,185,84,82,218
250,25.28,75.48,90.87,107.57,27.36,17.81176986,226.98,282.48,26.4,78.87,91.23,116.01,21.64202579,226.31,83,259,230,91,268,275
160,38.96,106.11,82.33,81.74,25.46,17.82145237,202.09,875.49,57.56,152.89,123.21,123.22,14.8627667,200.87,174,187,2179,415,193,3222
50,17.83,16.26,11.3,9.21,6.26,32.6624966,237.77,843.25,19.62,19.3,12.44,8.72,43.10430054,237.06,20,79,50,23,82,68
50,14.43,23.72,3.79,2.25,20.73,139.1129032,239.62,396.09,15.43,25.07,4.06,2.69,136.3607794,239.53,10,79,33,12,82,37
50,59.46,58.18,45.22,19.26,34.22,52.89417903,237.72,696.16,59.46,58.18,45.22,19.26,52.89417903,237.72,198,79,135,198,79,135
50,29.67,23.48,18.12,22.65,4.96,15.39299611,228.25,583.55,38.58,24.31,33.74,25.51,21.13451412,227.88,44,79,53,76,82,79
50,50.57,46.98,33.52,29.03,16.09,28.67707477,222.56,584.73,54.81,51.79,35.72,31.21,30.87095687,221.45,132,79,245,154,82,298
50,31.27,29.59,21.15,16.97,11.12,31.10323438,223.19,866.59,67.29,54,39.23,52.53,19.25768386,218.06,53,79,118,293,82,498
50,14.41,12.39,10.8,8.01,3.84,22.98076923,229.85,441.32,28.21,24.26,20.56,16.26,20.13752456,228.86,12,79,8,53,82,33
50,77.82,63.59,73.91,31.09,38.13,44.67643395,219.48,729.47,86.15,71.25,81.28,34.12,45.15938923,218.74,365,79,548,444,82,653
50,42.5,32.29,34.15,25.59,7.77,16.58154949,222.29,856.21,54.02,41.96,46.63,28.41,27.15384615,219.18,110,79,236,184,79,378
50,39.47,75.84,2.81,2.8,72.99,179.3370166,229.6,804.24,52.71,98.29,5.27,5.23,171.0451328,221.64,97,79,355,186,82,693
50,18.45,15.35,13.87,10.74,4.08,19.36936937,229.29,534.53,24.24,20.33,18.75,13.42,23.31428571,228.83,17,79,22,30,82,39
100,46.48,125.45,37.68,38.33,86.76,86.81127767,210.04,932.14,48.96,132.58,38.34,41.31,87.4098855,210.9,188,130,993,210,130,1011
160,13.38,45.85,30.14,16.71,25.22,48.38187702,219.71,717.35,15.28,52.61,32.92,20.37,49.0368272,217.86,22,187,182,31,187,253
50,36.52,72.1,3.48,3.53,68.54,173.4167615,219.52,1001.85,36.52,72.1,3.48,3.53,173.4167615,219.52,96,79,197,96,79,197
50,42.05,21.48,41.16,28.43,17.26,35.58800922,222.05,428.47,42.7,21.53,42.85,28.1,39.00302768,222.03,120,79,192,119,79,187
50,11.87,9.4,7.07,9.24,2.25,17.50291715,229.64,493.44,13.28,8.74,8.63,11.37,18.68475992,230.01,7,79,8,9,82,9
50,37.63,27.96,20.12,33.4,11.58,25.92047128,225.53,581.66,41.69,29.93,25.49,34.87,15.86000665,225.46,69,79,90,86,79,101
50,53.56,53.92,17.65,44.45,32.56,54.36131701,215.3,666,73.3,64.88,27.49,66.42,48.06348007,209.16,136,79,386,265,79,721
50,5.77,5.55,3.17,3.18,2.37,39.91596639,240.29,476.66,9.51,9.58,5.01,5.02,46.55787863,238.98,2,79,11,7,82,31
50,16.18,10.85,13.63,8.89,4.13,22.53521127,241.23,355.93,18.35,12.59,15.08,10.18,19.52443857,241.17,14,79,15,18,82,18
50,32.15,34.59,27.88,7.16,24.68,69.15122792,229.38,272.6,32.83,37.28,26.48,7.34,69.02953586,229.22,57,79,27,63,82,30
100,60.71,95.38,96.17,71.59,23.92,18.38184997,197.56,1358.28,68.14,106.26,103.73,85.34,13.31053398,196.71,324,130,2592,430,130,3315
160,28.64,50.13,58,81,27.67,28.48305398,237.45,500.38,29.86,51.73,61.87,83.6,27.18052738,237.61,100,187,171,107,193,180
50,9.26,9.31,2.55,8.18,6.28,61.82634731,226.21,638.48,14.77,11.64,7.98,12.37,25.16411379,224.22,5,79,25,14,79,90
160,42.12,112.89,127.62,51.62,69.67,46.98935405,211.22,1027.76,42.31,113.59,129.34,50.51,48.36082334,210.12,196,187,1163,198,193,1239
160,34.47,96.29,63.75,78.96,28.08,20.86610879,221.07,457.69,34.97,98.44,64.22,79.81,21.79651091,221.16,167,187,594,174,193,639
160,26.06,73.82,64.53,42.32,27.6,29.7282338,221.99,448.75,26.65,73.21,67.19,44.39,27.93441204,222.51,82,187,482,88,193,484
160,41.18,153.43,63.88,68.36,86.52,61.1264746,218.14,722.99,43.41,162.95,66.78,71.42,62.32774365,217.62,207,187,798,229,193,892
160,24.88,71.24,51.18,50.08,20.86,23.89565217,219.77,825.91,26.13,72.75,55.06,53.35,20.47361448,217.71,70,187,607,78,187,731
160,5.69,12.26,15.11,12.03,2.97,15.05076142,230.6,105.64,6.52,14.06,17.37,13.78,15.26211015,230.54,5,187,5,7,193,6
50,14.22,12.43,10.13,8.22,3.65,21.15009747,230.43,94.39,15.75,14.51,10.32,9.27,27.65395894,230.31,10,79,4,12,82,5
50,16.72,13.6,13.49,9.11,4.42,24.50276243,228.11,768.28,21.64,16.95,17.41,12.51,19.92745893,227.39,15,79,25,25,82,45
50,27.43,16.96,26.92,15.53,10.73,35.93671099,229.18,376.31,35.47,23.27,33,20.53,28.90625,228.15,39,79,26,70,79,54
50,48.65,31.67,50.18,23.52,23.35,42.86798899,220.67,588.6,54.88,36.51,52.95,29.41,33.633381,220.75,118,79,291,158,79,326
50,18.34,18.63,12.5,8.59,8.76,40.70996979,226.84,523.7,34.54,25.54,27.07,22.19,11.0026738,226.43,20,79,36,82,82,86
50,30.54,36.16,14.94,15.03,21.12,64.04052624,225.03,917.68,52.55,53.4,35.2,25.22,40.74855034,221.55,43,79,108,141,82,290
50,52.76,38.89,43.81,31.57,10.11,17.11735364,209.28,843.97,55.87,39.17,48.37,33.48,19.90580069,207.29,184,79,709,206,82,840
50,40.99,51.49,20.19,17.1,32.86,73.99189007,220.56,587.65,50.68,58.8,32.44,18.54,60.68500638,219.34,96,79,200,153,79,281
50,15.73,15.23,7.38,11.46,6.8,35.01614323,230.07,434.62,23.31,20.62,12.96,16.89,22.96413711,229.04,15,79,11,36,79,34
50,30.64,15.99,22.64,27.73,10.21,27.7124774,223.89,974.77,33.04,17.54,24.91,29.1,26.45702306,223.58,48,79,145,56,82,169
50,24.65,20.53,21.91,10.94,10.31,38.51629824,226.73,738.44,27.83,19.75,27.58,12.93,37.30501162,226.75,32,79,49,40,82,61
50,5.29,3.77,3.6,3.54,0.2,3.666361137,241.36,679.88,5.43,3.95,3.62,3.62,5.898123324,241.26,2,79,6,2,79,7
50,57.47,62.59,34.4,27.51,32.02,50.81927711,216.77,1003.16,74.98,86.81,37.33,38.32,60.30407485,210.07,180,79,540,336,82,853
50,3.34,5.33,0.77,0.77,4.55,132.7510917,241.2,563.96,7.77,13.19,1.42,1.42,146.8496569,238.61,1,79,2,4,82,17
50,58.99,52.37,52.54,22.87,29.29,46.3061512,222.94,764.25,62.98,54.02,52.08,30.33,33.30645752,223.29,236,79,233,270,82,286
50,9.39,7.22,6.77,6.33,0.77,6.594488189,229.22,368.7,10.38,8.01,7.37,7.09,6.94259012,228.89,5,79,18,7,82,26
100,17.44,23.45,27.71,24.4,4.13,10.01852832,219.31,968.86,19.32,26.04,31.63,26.01,13.39627151,217.4,26,130,284,32,134,363
50,64.37,57.34,38.19,37.27,19.63,29.53313253,239.88,294.16,71.05,64.65,44.28,37.66,32.30779726,238.24,241,79,136,317,82,249
100,46.91,102.68,69.61,31.02,61.22,54.22753431,207.76,699.59,49.2,110.73,71.89,30.61,56.93382732,206.52,165,130,979,181,134,1107
160,79.44,232.41,206.69,112.4,104.96,38.85766092,191.46,719.13,73.83,235.43,164.58,112.49,37.81268293,209.66,703,187,3517,595,193,2440
50,10.97,8.48,14.51,0.77,11.9,90.27777778,227.56,581.29,16.84,16.53,18.53,1.41,88.40142583,226.81,8,79,27,17,74,59
100,11.62,4.29,27.7,18.33,20.27,74.42368839,218.77,825.27,13.76,6.67,30.31,22.61,66.42054036,219.02,12,130,124,18,130,143
100,13.92,26.29,20.64,13.35,11.22,33.56005309,229.59,263.14,16.9,29.8,25.15,18.27,25.14340344,229.42,19,130,14,27,134,18
100,14.83,21.38,32.63,10.21,19.41,52.4291498,228.09,512.01,15.15,21.17,33.93,10.53,55.09675453,228.36,20,130,44,21,134,43
100,38.89,59.15,51.35,49.96,8.53,10.58830861,240.67,234.76,41.68,68.58,52.18,51.23,19.62323391,240.41,113,130,72,129,134,87
100,10.54,19.56,13.47,12.63,6.55,28.5151117,227.7,405.88,13.14,25.49,14.51,16.93,34.32285263,226.16,14,130,62,22,134,136
100,13.03,44.94,4.41,4.39,40.51,150.8745813,227.67,766.45,17.55,65.43,3.51,3.48,171.0439105,221.26,15,130,268,27,134,577
100,22.99,42.06,23.33,34.2,16.31,29.72185962,224.2,619.72,28.6,48.25,30.8,44.86,25.4297474,222.74,39,130,142,65,130,236
100,27.26,56.95,38.8,22.33,29.95,44.69004065,226.5,335.32,27.26,56.95,38.8,22.33,44.69004065,226.5,84,130,131,84,130,131
160,7.66,22.24,22.81,8.01,14.42,54.71164719,219.67,945.24,6.86,25.64,12.86,9.02,61.86868687,226.79,8,187,137,6,193,73
160,23.85,75.93,20.64,68.8,51.17,62.55669106,214.35,1098.09,29.59,92.71,25.91,86.57,62.11803694,209.94,70,187,865,112,187,1295
160,26.11,96.37,42.39,42.25,53.79,59.72045743,226.34,279.85,28.67,107.02,46.66,45.12,61.49899396,226.03,74,187,162,89,193,200
160,15.68,44.2,35.44,29.06,13.1,21.98712052,227.27,666.87,18.38,49.91,41.86,35.65,17.50902527,226.59,37,187,137,53,193,212
160,85.76,210.12,200.97,184.31,21.92,7.133019819,208.99,606.04,94.85,231.64,238.96,188.07,14.34102054,205.77,927,187,2926,1126,193,3421
160,36.61,103.44,74.75,63.58,35.31,28.35339372,237.6,480.94,39.21,117.87,78.01,63.1,36.53950112,237.07,156,187,330,178,193,392
160,36.63,100.22,93.58,60.23,36.24,28.87060583,211,844.22,36.63,100.22,93.58,60.23,28.87060583,211,163,187,1292,163,187,1292
160,20.65,81.8,51.53,9.8,62.57,79.45923287,229.21,130.31,23,91.72,54.98,12.75,76.01128881,229.09,41,187,43,49,187,52
50,15.09,22.79,4.9,4.98,17.81,109.2745638,223.36,996.34,18.78,27.71,6.39,6.55,104.501845,221.09,13,79,84,21,79,139
50,50.93,108.47,0.95,0.97,107.49,194.7821361,218.28,646.63,60.96,129.86,1.14,1.16,194.7790557,216.06,128,79,473,190,79,677
160,23.44,64.36,49.72,40.68,20.65,24.76092013,237.97,263.08,24.38,66.82,51.98,42.2,24.50931677,238.05,65,187,147,71,193,153
160,27.24,66.56,87.56,34.75,45.08,44.80330386,216.92,990.87,27.24,66.56,87.56,34.75,44.80330386,216.92,74,187,636,74,187,636
50,11.6,11.58,8.37,5.17,5.54,38.29617834,226.85,1034.19,22.89,26.69,12.91,9.96,61.56174334,220.72,8,79,30,33,79,166
50,56.62,45.98,30.22,46.45,15.93,26.08234815,224.1,492.44,62.33,53.93,33.11,47.98,26.43312102,223.63,195,79,200,227,79,229
50,29.08,24.66,21.42,16.89,6.73,19.53311101,225.72,879.67,43.95,32.92,31.09,31.18,3.750393949,222.76,51,79,94,123,79,276
50,10.3,16.73,2.26,2.26,14.47,136.1882353,238.9,532.73,11.64,17.43,3.28,3.28,117.9658191,238.61,7,79,21,8,79,23
50,13.93,9.09,12.25,8.81,3.3,21.89054726,228.72,731.69,15.24,10.27,13.3,9.43,20.90909091,228.62,13,79,20,15,82,24
